record_id,dataset,question,gold_answer,mechanism,final_answer,delta_time_seconds,cpu_usage_avg_percent,ram_usage_avg_mb,ram_usage_avg_percent,gpu_usage_avg_percent,gpu_memory_avg_mb,rouge1_f1,rouge2_f1,rougeL_f1,bleu,exact_match,token_precision,token_recall,token_f1,token_overlap_count,normalized_edit_distance,char_f1,bert_score_f1,semantic_similarity,target_Readability,target_Coherence,target_Relevance,target_Specificity,target_Engagement,target_Concise,target_Length,target_Zipf,target_Hapax,target_Entropy,target_Perplexity
42,QASports,Calvin Ridley ran out of bounds in the NFC divisional round,1,SCoT,,152.9696,32.31794019933555,11431.24169435216,70.4571428571428,11.83388704318937,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
42,QASports,Calvin Ridley ran out of bounds in the NFC divisional round,1,MGCoT,,154.9932,34.16777408637874,11293.550586586378,69.63156146179405,11.887043189368772,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.79597473144531,0.0,0.02484241873025894,0.0,0.0003938107402063906,0.9480596780776978,0.0021465541794896126,0.0,0.0,0.023486312478780746,1.0
43,QASports,Patrice Bergeron took a backhand shot,1,SCoT,,153.0686,27.50863787375418,11409.117174522426,70.3355481727574,11.634551495016611,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
43,QASports,Patrice Bergeron took a backhand shot,1,MGCoT,,155.1524,27.705980066445164,11408.802948504983,70.33122923588017,11.747508305647841,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
44,QASports,Javi Martinez comitted a three second violation,0,SCoT,,152.9698,26.665116279069792,11546.248377803156,71.17308970099671,11.471760797342192,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
44,QASports,Javi Martinez comitted a three second violation,0,MGCoT,,155.1408,27.564784053156178,11427.148943625416,70.44916943521645,12.086378737541528,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.66386413574219,0.0,0.0,0.004681594669818878,0.0007643070421181619,0.9860402345657349,0.0010648691095411777,0.00017692893743515015,0.008345693349838257,0.0,1.0
45,QASports,Caris LeVert scored a reverse layup,1,SCoT,,153.0366,27.633222591362138,11590.356948193521,71.44850498338886,11.521594684385382,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
45,QASports,Caris LeVert scored a reverse layup,1,MGCoT,,155.0995,27.506976744186048,11593.691561980897,71.46578073089681,12.119601328903654,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
46,QASports,Neymar did a maradona on the defender in the Champions Leage Semifinal,1,SCoT,,153.1507,26.46744186046512,11620.739981312292,71.63322259136214,11.49501661129568,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
46,QASports,Neymar did a maradona on the defender in the Champions Leage Semifinal,1,MGCoT,,155.1648,28.67740863787374,11676.45468230897,71.9883720930232,11.81063122923588,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.40145874023438,0.018054747954010963,0.1514860987663269,0.018356405198574066,0.0008430917514488101,0.9094454646110535,0.005363158881664276,0.03111918270587921,0.0,0.22073684632778168,1.1512513160705566
47,QASports,Marouane Fellaini scored a freekick,1,SCoT,,153.0226,26.780066445182747,11823.610542981727,72.88305647840544,11.574750830564785,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
47,QASports,Marouane Fellaini scored a freekick,1,MGCoT,,155.1386,27.40498338870435,11750.388366901994,72.42857142857166,11.624584717607974,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.83946228027344,0.0,0.0,0.0,0.0010364637710154057,0.9542381167411804,0.0022692130878567696,0.0,0.0,0.0029607650358229876,1.0
48,QASports,Jaylen Brown hit the buzzer beater in the NBA Championship,1,SCoT,,152.99,27.039202657807305,11853.431413517443,73.06046511627895,11.016611295681063,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
48,QASports,Jaylen Brown hit the buzzer beater in the NBA Championship,1,MGCoT,,155.1144,27.508305647840526,11840.7526214701,72.99634551495058,11.76079734219269,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.05917358398438,0.019512206315994263,0.0506364069879055,0.04144466668367386,0.0,0.9067721366882324,0.00243105529807508,0.07190106809139252,0.08272847533226013,0.10785430669784546,1.1051260232925415
49,QASports,Nelson Cruz earned a red card,0,SCoT,,153.0069,26.85149501661133,11779.97891144103,72.61428571428563,11.485049833887043,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
49,QASports,Nelson Cruz earned a red card,0,MGCoT,,155.1395,27.785714285714292,11799.638561565615,72.73289036544853,11.920265780730897,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
50,QASports,Carles Puyol earned a direct kick,1,SCoT,,152.9969,26.667441860465168,11821.81853457226,72.87142857142821,11.541528239202657,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,
50,QASports,Carles Puyol earned a direct kick,1,MGCoT,,152.3861,28.019601328903647,11798.689797030731,72.73455149501662,11.518272425249169,2618.765625,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.29181671142578,0.0,0.0,0.0,0.0007531865267083049,0.9709790945053101,0.0016515807947143912,0.0,0.0,0.0,1.0
